+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                             ;
+---------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:9:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:8:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:7:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:6:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:5:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:4:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:3:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:2:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:1:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA|\AdderGenerator:0:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:14:AdderA                                                   ; 63    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:30:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:29:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:28:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:27:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:26:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:25:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:24:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:23:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:22:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:21:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:20:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:19:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:18:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:17:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:16:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:15:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:14:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:13:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:12:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:11:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:10:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:9:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:8:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:7:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:6:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:5:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:4:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:3:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:2:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:1:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA|\AdderGenerator:0:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:13:AdderA                                                   ; 63    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:30:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:29:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:28:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:27:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:26:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:25:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:24:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:23:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:22:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:21:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:20:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:19:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:18:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:17:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:16:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:15:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:14:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:13:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:12:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:11:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:10:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:9:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:8:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:7:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:6:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:5:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:4:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:3:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:2:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:1:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA|\AdderGenerator:0:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:12:AdderA                                                   ; 63    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:30:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:29:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:28:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:27:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:26:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:25:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:24:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:23:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:22:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:21:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:20:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:19:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:18:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:17:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:16:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:15:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:14:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:13:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:12:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:11:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:10:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:9:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:8:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:7:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:6:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:5:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:4:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:3:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:2:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:1:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA|\AdderGenerator:0:FA                              ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:11:AdderA                                                   ; 63    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:10:AdderA|\AdderGenerator:30:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:10:AdderA|\AdderGenerator:29:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:10:AdderA|\AdderGenerator:28:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|ArkI|AS|ALU|Mult|\FirstSumLayer:10:AdderA|\AdderGenerator:27:FA                             ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
